"Дата";"Регион";"Смертей за день"
27.02.2022;Ростовская обл.;8
22.05.2020;Москва;73
21.02.2022;Удмуртия;15
03.02.2022;Нижегородская обл.;20
12.02.2022;Татарстан;5
29.01.2022;ХМАО – Югра;3
14.02.2022;Ленинградская обл.;6
26.04.2020;Москва;38
09.02.2022;Архангельская обл.;2
15.11.2021;Санкт-Петербург;77
10.02.2022;Саха (Якутия);3
17.11.2021;Москва;96
05.03.2022;Пермский край;15
28.02.2022;Ростовская обл.;10
24.04.2020;Москва;37
14.11.2021;Московская обл.;59
19.10.2021;Московская обл.;7
18.02.2022;Удмуртия;14
21.05.2021;Москва;58
30.01.2022;ХМАО – Югра;4
18.02.2022;Иркутская обл.;16
22.02.2022;Татарстан;5
03.02.2022;Ростовская обл.;11
09.02.2022;Саха (Якутия);3
04.03.2022;Пермский край;13
26.02.2022;Челябинская обл.;15
09.12.2021;Москва;92
10.11.2021;Санкт-Петербург;82
16.02.2022;Иркутская обл.;12
06.06.2021;Москва;61
02.02.2022;Ростовская обл.;11
11.10.2021;Санкт-Петербург;63
26.10.2021;Московская обл.;38
24.01.2021;Санкт-Петербург;61
23.11.2020;Санкт-Петербург;20
23.05.2021;Москва;56
18.02.2022;Саратовская обл.;12
02.02.2022;Самарская обл.;14
27.02.2022;Алтайский край;22
23.02.2022;Саратовская обл.;12
27.10.2021;Санкт-Петербург;74
21.05.2020;Москва;68
04.02.2022;Краснодарский край;10
02.03.2022;Новосибирская обл.;13
22.02.2022;Удмуртия;19
08.02.2022;Краснодарский край;12
21.02.2022;Московская обл.;31
07.03.2022;Самарская обл.;14
06.02.2022;Тюменская обл.;5
30.01.2022;Пермский край;9
17.02.2022;Удмуртия;14
05.06.2021;Москва;56
28.01.2021;Москва;62
10.05.2021;Москва;56
13.12.2021;Москва;84
02.11.2021;Московская обл.;49
24.09.2021;Москва;56
19.02.2022;Саратовская обл.;12
13.11.2021;Московская обл.;53
03.10.2020;Москва;32
03.03.2022;Пермский край;15
03.02.2022;Краснодарский край;11
03.06.2021;Москва;57
10.02.2022;Оренбургская обл.;3
27.04.2020;Москва;31
11.02.2022;Саха (Якутия);4
01.11.2021;Московская обл.;47
07.02.2022;Краснодарский край;11
12.12.2021;Москва;88
20.02.2022;Иркутская обл.;16
10.03.2022;Башкортостан;20
07.05.2021;Москва;60
20.02.2022;Архангельская обл.;0
02.06.2021;Москва;60
06.02.2022;Краснодарский край;10
05.11.2021;Московская обл.;55
01.02.2022;Ростовская обл.;16
26.05.2020;Москва;76
09.05.2021;Москва;58
12.02.2022;Ямало-Ненецкий АО;1
01.02.2022;Свердловская обл.;15
17.04.2021;Москва;58
10.10.2021;Санкт-Петербург;64
31.01.2022;Саха (Якутия);4
09.11.2021;Московская обл.;62
04.06.2021;Москва;58
24.02.2022;Нижегородская обл.;17
02.03.2022;Саратовская обл.;8
17.02.2022;Саратовская обл.;12
01.02.2022;ХМАО – Югра;3
03.03.2022;Воронежская обл.;23
09.02.2022;Тюменская обл.;4
10.02.2022;Башкортостан;10
02.02.2022;Краснодарский край;13
28.02.2022;Алтайский край;24
29.01.2021;Москва;63
02.02.2022;Нижегородская обл.;21
11.02.2022;Тюменская обл.;6
20.01.2022;Московская обл.;39
17.11.2021;Санкт-Петербург;84
10.02.2022;Тюменская обл.;7
12.02.2022;Тюменская обл.;4
13.02.2022;Тюменская обл.;4
16.05.2021;Москва;56
30.11.2021;Москва;97
13.05.2021;Москва;55
22.11.2021;Москва;94
27.02.2022;Челябинская обл.;14
23.10.2021;Московская обл.;30
14.02.2022;Удмуртия;3
10.01.2022;Москва;70
03.03.2022;Ростовская обл.;15
18.10.2021;Московская обл.;13
26.02.2022;Краснодарский край;17
09.02.2022;Ленинградская обл.;5
08.05.2021;Москва;57
08.02.2022;Тюменская обл.;5
08.08.2021;Москва;63
16.02.2022;Удмуртия;13
17.10.2021;Московская обл.;9
01.12.2021;Москва;94
17.12.2021;Москва;83
18.01.2022;Московская обл.;34
23.11.2021;Москва;96
08.03.2022;Санкт-Петербург;59
18.09.2021;Москва;51
03.11.2021;Московская обл.;53
31.01.2022;Ростовская обл.;10
06.02.2022;Новосибирская обл.;15
31.12.2021;Москва;69
31.01.2022;Свердловская обл.;9
31.10.2021;Московская обл.;43
26.10.2021;Санкт-Петербург;72
13.02.2022;Ленинградская обл.;3
04.11.2021;Московская обл.;52
21.02.2022;Архангельская обл.;2
12.01.2021;Санкт-Петербург;68
23.02.2022;Татарстан;4
12.11.2021;Московская обл.;51
28.06.2021;Московская обл.;20
01.02.2022;Самарская обл.;12
12.05.2021;Москва;59
09.10.2021;Санкт-Петербург;61
25.12.2021;Москва;72
19.11.2021;Санкт-Петербург;77
09.02.2022;Иркутская обл.;12
30.01.2022;Свердловская обл.;10
08.02.2022;Саха (Якутия);4
14.01.2022;Санкт-Петербург;61
22.04.2021;Москва;54
02.10.2020;Москва;28
26.02.2022;Нижегородская обл.;20
04.02.2022;Алтайский край;23
20.05.2020;Москва;75
02.05.2021;Москва;54
04.07.2021;Московская обл.;19
25.10.2021;Санкт-Петербург;65
10.02.2022;Иркутская обл.;14
08.03.2022;Самарская обл.;14
26.04.2021;Москва;55
03.03.2022;Москва;82
09.11.2021;Санкт-Петербург;88
30.10.2021;Московская обл.;39
15.02.2022;Удмуртия;10
27.10.2021;Московская обл.;41
02.02.2022;ХМАО – Югра;5
12.02.2022;Омская обл.;10
22.11.2020;Санкт-Петербург;57
23.01.2021;Москва;64
01.03.2022;Ростовская обл.;18
15.11.2021;Московская обл.;62
27.02.2022;Иркутская обл.;16
01.07.2021;Московская обл.;20
22.02.2022;Оренбургская обл.;6
30.04.2021;Москва;57
30.12.2021;Москва;71
07.02.2022;Тульская обл.;12
06.02.2022;Иркутская обл.;17
11.02.2022;Тульская обл.;10
13.02.2022;Удмуртия;6
22.05.2021;Москва;60
05.02.2022;Краснодарский край;9
05.07.2021;Московская обл.;18
09.02.2022;Оренбургская обл.;2
14.02.2022;Вологодская обл.;6
10.11.2021;Московская обл.;55
18.04.2020;Москва;21
03.03.2022;Саратовская обл.;7
18.11.2021;Санкт-Петербург;79
24.02.2022;Татарстан;3
09.03.2022;Санкт-Петербург;54
04.03.2022;Воронежская обл.;27
28.10.2021;Московская обл.;40
20.11.2021;Санкт-Петербург;75
26.02.2022;Саратовская обл.;12
03.05.2021;Москва;58
15.10.2021;Санкт-Петербург;62
20.12.2021;Москва;78
26.07.2021;Москва;101
11.02.2022;Омская обл.;11
11.05.2021;Москва;61
05.02.2022;Тюменская обл.;5
19.01.2022;Московская обл.;38
02.12.2021;Санкт-Петербург;57
30.01.2022;Саха (Якутия);4
27.07.2021;Москва;98
11.11.2021;Московская обл.;56
13.02.2022;Коми;3
28.02.2022;Челябинская обл.;16
31.05.2021;Москва;55
25.02.2022;Нижегородская обл.;19
25.04.2020;Москва;41
08.02.2022;Тульская обл.;10
03.12.2021;Санкт-Петербург;60
27.06.2021;Московская обл.;19
15.02.2022;Тульская обл.;7
16.11.2021;Москва;97
13.02.2022;Вологодская обл.;7
15.02.2022;Вологодская обл.;6
24.02.2022;Саратовская обл.;12
08.11.2021;Санкт-Петербург;85
03.07.2021;Московская обл.;21
11.03.2022;Санкт-Петербург;40
31.05.2020;Москва;69
27.02.2022;Саратовская обл.;10
20.10.2021;Московская обл.;12
15.01.2022;Московская обл.;42
29.01.2022;Пермский край;15
01.03.2022;Челябинская обл.;18
09.02.2022;Башкортостан;18
19.02.2022;Кемеровская обл.;7
05.03.2022;Саратовская обл.;8
28.02.2022;Москва;80
30.06.2021;Московская обл.;17
06.08.2021;Москва;65
10.02.2022;Омская обл.;14
14.02.2022;Омская обл.;10
08.07.2021;Московская обл.;20
04.03.2022;Саратовская обл.;8
06.03.2022;Саратовская обл.;7
03.03.2022;Новосибирская обл.;16
07.12.2021;Москва;94
18.02.2022;Кемеровская обл.;8
04.02.2022;Архангельская обл.;2
12.02.2022;Тульская обл.;10
08.03.2022;Нижегородская обл.;12
19.02.2022;Вологодская обл.;9
12.07.2021;Московская обл.;25
29.01.2022;Свердловская обл.;14
25.05.2020;Москва;41
29.10.2021;Московская обл.;42
09.03.2022;Свердловская обл.;11
18.07.2021;Московская обл.;24
07.02.2022;Иркутская обл.;15
07.11.2021;Санкт-Петербург;83
12.02.2022;Коми;8
13.07.2021;Московская обл.;23
22.04.2020;Москва;28
09.07.2021;Московская обл.;19
25.02.2022;Татарстан;5
17.07.2021;Московская обл.;22
24.04.2021;Москва;59
28.09.2021;Москва;63
17.09.2021;Москва;42
01.02.2022;Красноярский край;14
06.07.2021;Московская обл.;21
05.02.2022;Тульская обл.;12
24.11.2021;Москва;93
10.02.2022;Ямало-Ненецкий АО;1
07.07.2021;Московская обл.;22
12.02.2022;Вологодская обл.;5
13.08.2021;Москва;59
04.12.2021;Санкт-Петербург;57
25.04.2021;Москва;53
06.03.2022;Пермский край;17
06.03.2022;Нижегородская обл.;11
10.02.2022;Тульская обл.;12
02.02.2022;Воронежская обл.;5
15.02.2022;ХМАО – Югра;7
24.05.2020;Москва;59
13.02.2022;Омская обл.;10
30.01.2021;Санкт-Петербург;64
11.07.2021;Московская обл.;19
17.02.2022;ХМАО – Югра;8
29.01.2022;Саха (Якутия);3
07.02.2022;Тюменская обл.;4
02.03.2022;Ростовская обл.;22
17.02.2022;Кемеровская обл.;9
19.07.2021;Московская обл.;22
26.06.2021;Московская обл.;20
12.02.2022;Саха (Якутия);4
04.08.2021;Москва;76
23.04.2021;Москва;57
08.10.2021;Санкт-Петербург;61
12.02.2022;Удмуртия;10
11.03.2022;Башкортостан;11
04.03.2022;Ростовская обл.;24
02.03.2022;Челябинская обл.;21
08.02.2022;Иркутская обл.;16
21.11.2021;Санкт-Петербург;74
02.10.2021;Санкт-Петербург;59
16.02.2022;Архангельская обл.;0
13.02.2022;Саратовская обл.;12
18.02.2022;Вологодская обл.;8
02.07.2021;Московская обл.;19
10.07.2021;Московская обл.;17
24.05.2021;Москва;59
16.07.2021;Московская обл.;20
01.08.2021;Москва;78
30.01.2022;Челябинская обл.;10
16.09.2021;Москва;45
20.07.2021;Московская обл.;22
31.01.2022;Самарская обл.;9
16.02.2022;Тюменская обл.;7
08.02.2022;Оренбургская обл.;2
21.11.2020;Санкт-Петербург;70
16.04.2021;Москва;57
01.03.2022;Алтайский край;23
